No	업종코드	업종명
1483	5316	마약류원료사용자
1484	5317	대마재배자
1485	5318	마약류도매업자
1486	5319	마약류관리자
1487	5320	마약류취급학술연구자
1488	5321	마약류소매업자
1489	5323	마약류중독자 치료보호기관
1490	5324	안경업소
1491	5325	의료기사 교육기관
1492	5326	동물약국
1493	5327	동물용의약품제조업
1494	5329	동물용의약품수입
1495	5330	동물용의료기기판매업
1496	5331	유전자검사기관
1497	5332	약국
1498	5333	유사의료업자(접골사)
1499	5334	유사의료업자(침사)
1500	5335	유사의료업자(구사)
1501	5339	배아생성의료기관
1502	5340	배아연구기관
1503	5341	체세포복제배아의 연구기관
1504	5342	유전자치료기관
1505	5343	인체유래물은행
1506	5346	암연구사업 지원기관
1507	5347	응급의료기관(중앙응급의료센터)
1508	5348	응급의료기관(권역응급의료센터)
1509	5349	응급의료기관(전문응급의료센터)
1510	5350	응급의료기관(지역응급의료센터)
1511	5351	응급의료기관(지역응급의료기관)
1512	5352	응급의료기관(당직의료기관)
1513	5353	응급의료기관이외의 의료기관
1514	5354	안마시술소
1515	5355	안마수련기관
1516	5356	의료법인
1517	5357	인체조직은행
1518	5358	뇌사판정의료기관
1519	5359	뇌사판정대상자관리전문기관
1520	5360	장기이식등록기관
1521	5361	장기이식의료기관
1522	5362	정신보건전문요원수련기관
1523	5365	정신요양시설
1524	5366	정신의료기관
1525	5367	혈액관리업무
1526	5368	혈액원
1527	5372	진단용방사선발생장치 및 방사선방어시설 검사기관 또는 방사선관계종사자 피폭선량 측정기관
1528	5373	의료기관개설허가(종합병원)
1529	5374	의료기관개설허가(병원)
1530	5375	의료기관개설허가(요양병원)
1531	5376	의료기관개설허가(치과병원)
1532	5377	의료기관개설허가(한방병원)
1533	5378	의료기관개설신고(의원)
1534	5379	의료기관개설신고(치과의원)
1535	5380	의료기관개설신고(한의원)
1536	5381	의료기관개설신고(조산원)
1537	5388	중앙암등록본부
1538	5389	지역암등록본부
1539	5390	동물용의약품판매업(동물용의약품도매상)
1540	5391	동물용의약외품제조업
1541	5392	동물용의료기기제조업
1542	5393	동물용의료기기수리업
1543	5394	동물용의료기기임대업
1544	5395	동물용의료기기수입업
1545	5396	의약품위탁제조판매업
1546	5398	지역암센터
1547	5399	치과기공소
1548	5402	의지·보조기제조업
1549	5403	보육교사 교육훈련시설
1550	5404	보육정보센터 위탁
1551	5408	사회복지법인
1552	5409	사회복지시설
1553	5410	가정폭력관련 상담소
1554	5412	고령자인재은행
1555	5416	자활기업
1556	5417	요양보호사교육기관
1557	5419	가정폭력피해자 보호시설(단기보호시설)
1558	5420	가정폭력피해자 보호시설(장기보호시설)
1559	5421	가정폭력피해자 보호시설(외국인보호시설)
1560	5422	가정폭력피해자 보호시설(장애인보호시설)
1561	5426	성매매피해상담소
1562	5428	아동복지시설
1563	5430	입양기관
1564	5431	장애인직업재활실시기관
1565	5433	노인주거복지시설(양로시설)
1566	5436	노인주거복지시설(노인복지주택)
1567	5438	노인의료복지시설(노인요양시설)
1568	5444	노인여가복지시설(노인복지관)
1569	5445	노인여가복지시설(경로당)
1570	5446	노인여가복지시설(노인교실)
1571	5456	한부모가족복지시설(일시지원복지시설)
1572	5458	한부모가족복지시설(한부모가족복지가정상담소)
1573	5459	성매매피해자지원시설(일반지원시설)
1574	5460	성매매피해자지원시설(청소년지원시설)
1575	5461	성매매피해자지원시설(외국인여성지원시설)
1576	5462	성매매피해자지원시설(자활지원센터)
1577	5463	아동복지시설(아동양육시설)
1578	5464	아동복지시설(아동일시보호시설)
1579	5465	아동복지시설(아동보호치료시설)
1580	5467	아동복지시설(자립지원시설)
1581	5469	아동복지시설(아동상담소)
1582	5470	아동복지시설(아동전용시설)
1583	5472	아동복지시설(공동생활가정)
1584	5473	아동복지시설(지역아동센터)
1585	5475	직장어린이집
1586	5476	법인,단체등어린이집
1587	5477	가정어린이집
1588	5478	협동어린이집
1589	5483	가정폭력관련상담원교육훈련시설
1590	5485	전문요양기관
1591	5486	성폭력피해상담소
1592	5487	성폭력피해자보호시설
1593	5488	건강가정지원센터위탁운영자
1594	5493	여성인력개발센터
1595	5494	실종아동전문기관 위탁운영
1596	5496	장애유형별 거주시설(지체장애인및뇌병변장애인을위한시설)
1597	5497	중증장애인거주시설
1598	5498	장애영유아거주시설
1599	5499	장애인복지관
1600	5501	먹는샘물제조업
1601	5502	먹는샘물수입판매업
1602	5504	정수기제조업
1603	5505	정수기수입판매업
1604	5508	먹는샘물 환경영향조사대행자
1605	5509	환경기술개발사업
1606	5511	녹색환경지원센터
1607	5514	녹색기업
1608	5515	환경성적표지 인증기관
1609	5516	인증심사원 교육기관
1610	5517	악취검사기관
1611	5518	개인하수처리시설제조업(구:오수처리시설제조업 또는 단독정화조제조업)
1612	5521	광역폐기물처리시설 설치·운영 수탁자
1613	5522	폐기물처리시설 기술관리대행
1614	5523	폐기물처리시설 검사기관
1615	5524	오염물질 측정기관
1616	5525	폐기물 시험·분석기관
1617	5526	해양오염방제업
1618	5527	유창청소업
1619	5528	해양오염영향조사기관
1620	5529	유해화학물질제조업
1621	5530	유해화학물질판매업
1622	5531	유해화학물질보관·저장업
1623	5532	유해화학물질운반업
1624	5533	유해화학물질사용업
1625	5543	배출가스전문정비사업(확인검사)
1626	5544	운행차 개선 확인검사대행자(소음·진동)
1627	5545	배출가스전문정비사업(정비)
1628	5548	토양정화업
1629	5549	서식지외보전기관
1630	5550	야생동물 질병연구 및 구조·치료기관
1631	5554	생물자원보전시설
1632	5555	수렵강습기관
1633	5558	조수의 수출·입
1634	5559	멸종위기에 처한 조수의 수출·입
1635	5561	소음도검사기관
1636	5576	측정대행업(악취분야)
1637	5578	환경컨설팅회사
1638	5580	수처리제검사기관
1639	5581	정수기성능검사기관
1640	5582	환경측정기기 검사기관(정도검사기관-자동차분야)
1641	5583	환경측정기기 검사기관(정도검사기관-대기분야)
1642	5584	환경측정기기 검사기관(정도검사기관-수질분야)
1643	5585	환경측정기기 검사기관(정도검사기관-소음·진동분야)
1644	5586	환경측정기기 검사기관(정도검사기관-토양분야)
1645	5587	환경측정기기 검사기관(정도검사기관-먹는물분야)
1646	5588	환경측정기기 검사기관(정도검사기관-실내공기질분야)
1647	5589	환경측정기기 검사기관(검정 검사기관)
1648	5590	측정대행업(실내공기질분야)
1649	5601	국내무료직업소개사업
1650	5602	국외무료직업소개사업
1651	5603	국내유료직업소개사업
1652	5604	국외유료직업소개사업
1653	5605	직업정보제공사업
1654	5607	직업능력개발훈련교사양성시설
1655	5608	직업능력개발훈련수탁기관
1656	5609	직업능력개발훈련시설(지정직업훈련시설)
1657	5610	직업능력개발훈련법인
1658	5611	작업환경측정기관
1659	5612	건설재해예방 전문지도기관
1660	5614	보건관리전문기관
1661	5615	특수건강진단기관
1662	5620	유해물질제조·사용
1663	5622	보험사무대행기관
1664	5623	공인노무사
1665	5625	노무법인
1666	5626	근로자복지사업 융자업무취급기관
1667	5627	외국인취업교육기관
1668	5630	진폐전문기관
1669	5632	우리사주조합
1670	5633	종합진단기관
1671	5634	일반안전진단기관
1672	5635	건설안전진단기관
1673	5636	보건진단기관
1674	5637	직장내성희롱예방교육기관
1675	5642	진폐건강진단기관(1차)
1676	5643	진폐건강진단기관(2차)
1677	5644	근로자공급사업(국내)
1678	5645	근로자공급사업(국외)
1679	5646	경력단절여성지원센터
1680	5647	산업안전지도사
1681	5651	석면조사기관
1682	5652	석면해체.제거업
1683	5654	공인노무사 지정교육기관
1684	5655	건설업 기초안전보건교육기관
1685	5656	직무교육기관
1686	5657	안전인증기관
1687	5658	안전보건교육기관
1688	5660	사회적기업
1689	5661	산업보건지도사
1690	5662	유해,위험작업 교육기관(천장크레인, 컨테이너 크레인 조종자격, 양화장치 운전자격격)
1691	5663	유해,위험작업 교육기관(승강기 점검 및 보수자격)
1692	5664	유해,위험작업 교육기관(흙막이 지보공, 거푸집, 비계의 조립 및 해체작업 기능습득)
1693	5665	유해,위험작업 교육기관(잠수작업 기능습득)
1694	5666	유해,위험작업 교육기관(타워크레인 설치,해체자격)
1695	5667	장애인 인식개선 교육기관
1696	5668	장애인 표준사업장
1697	5670	타워크레인 설치,해체업
1698	5671	안전검사기관(크레인,리프트,곤돌라,화물자동차 또는 특수자동차에 탑재한 고소작업대)
1699	5672	안전검사기관(프레스,전단기,사출성형기,롤러기,원심기,컨베이어,산업용로봇)
1700	5673	안전검사기관(압력용기)
1701	5674	안전검사기관(국소배기장치)
1702	5675	안전검사기관(종합안전검사기관)
1703	5676	자율안전검사기관
1704	5701	카지노업
1705	5702	유원시설업(종합유원시설업)
1706	5703	유원시설업(일반유원시설업)
1707	5704	유원시설업(기타유원시설업)
1708	5705	관광편의시설업(관광유흥음식점업)
1709	5706	관광편의시설업(외국인전용유흥음식점업)
1710	5707	관광편의시설업(관광식당업)
1711	5708	관광편의시설업(관광순환버스업)
1712	5709	관광편의시설업(관광사진업)
1713	5710	관광편의시설업(여객자동차터미널시설업)
1714	5712	관광편의시설업(관광펜션업)
1715	5713	카지노검사기관
1716	5714	카지노전산시설검사기관
1717	5715	유원시설 안전성검사기관
1718	5716	복권발행수탁기관
1719	5717	관광호텔업등급결정기관
1720	5718	국제회의전담조직
1721	5719	국제회의시설업
1722	5720	국제회의기획업
1723	5721	관광편의시설업(관광궤도업)
1724	5725	관광편의시설업(관광극장유흥업)
1725	5726	호텔업(호스텔업)
1726	5727	관광객이용시설업(한옥체험업)
1727	5728	국외여행인솔자교육기관
1728	5729	호텔업(소형호텔업)
1729	5730	호텔업(의료관광호텔업)
1730	5731	관광객이용시설업(1종 종합휴양업)
1731	5732	관광객이용시설업(2종 종합휴양업)
1732	5733	관광객이용시설업(일반야영장업)
1733	5734	관광객이용시설업(일반관광유람선업)
1734	5735	관광객이용시설업(크루즈업)
1735	5736	관광객이용시설업(외국인관광 도시민박업)
1736	5737	관광편의시설업(관광면세업)
1737	5738	지역관광협의회
1738	5739	관광편의시설업(관광지원서비스업)
1739	5801	여객자동차운수사업(노선여객자동차운송사업-시내버스)
1740	5802	여객자동차운수사업(노선여객자동차운송사업-농어촌버스)
1741	5803	여객자동차운수사업(노선여객자동차운송사업-마을버스)
1742	5804	여객자동차운수사업(노선여객자동차운송사업-시외버스)
1743	5805	여객자동차운수사업(구역여객자동차운송사업-전세버스)
1744	5806	여객자동차운수사업(구역여객자동차운송사업-특수여객자동차)
1745	5807	여객자동차운수사업(구역여객자동차운송사업-일반택시)
1746	5808	여객자동차운수사업(구역여객자동차운송사업-개인택시)
1747	5813	화물자동차운송가맹사업
1748	5814	자동차관리사업(자동차매매업)
1749	5815	자동차관리사업(자동차종합정비업)
1750	5816	자동차관리사업(소형자동차종합정비업)
1751	5817	자동차관리사업(자동차전문정비업)
1752	5818	자동차관리사업(자동차원동기정비업)
1753	5819	자동차관리사업(자동차해체재활용업)
1754	5820	자동차경매장
1755	5821	자동차검사대행
1756	5822	자동차부품,장치 성능시험대행자
1757	5823	지정정비사업자
1758	5825	자동차등록번호판교부대행자
1759	5826	철도사업
1760	5827	전용철도운영
1761	5829	복합물류터미널사업
1762	5833	교통기술연구·개발사업 전담기관
1763	5834	도시철도운송사업
1764	5839	궤도사업
1765	5840	궤도안전검사업무 위탁
1766	5841	유통단지개발사업
1767	5842	철도건설사업
1768	5845	철도시설 관리권
1769	5847	철도차량운전자 적성검사기관
1770	5848	철도차량운전 교육훈련기관
1771	5853	여객자동차터미널사업(공영터미널)
1772	5854	여객자동차터미널사업(공용터미널)
1773	5857	지능형교통체계 표준화업무 전담기관
1774	5859	철도자산관리업무 위탁기관
1775	5860	공익서비스비용 등의 전문기관
1776	5861	국가물류통합정보센터운영자
1777	5862	단위물류정보망전담기관
1778	5863	교통기술 표준화전담기관
1779	5866	자동차종합검사대행자
1780	5867	자동차종합지정정비사업자
1781	5870	경제운전 교육센터
1782	5871	공공교통시설개발사업 타당성평가대행자
1783	5872	복합환승센터 개발사업시행자
1784	5873	지능형교통체계표준인증기관(자동차도로교통분야)
1785	5874	지능형교통체계 표준인증기관(철도교통분야)
1786	5875	지능형교통체계 표준인증기관(해상교통분야)
1787	5876	지능형교통체계 표준인증기관(항공교통분야)
1788	5877	지능형교통체계 품질인증기관(자동차도로교통분야)
1789	5878	지능형교통체계 품질인증기관(철도교통분야)
1790	5879	지능형교통체계 품질인증기관(해상교통분야)
1791	5880	지능형교통체계 품질인증기관(항공교통분야)
1792	5882	교통수단등 인증기관
1793	5883	전기식 택시미터전문검정기관(제작)
1794	5884	전기식 택시미터전문검정기관(수리)
1795	5885	전기식 택시미터전문검정기관(사용)
1796	5886	물류창고업
1797	5889	교통안전진단기관(도로)
1798	5890	교통안전진단기관(철도)
1799	5891	교통안전진단기관(공항)
1800	5892	철도안전전문기관(철도운행안전분야)
1801	5893	철도안전전문기관(전기철도분야)
1802	5894	철도안전전문기관(철도신호분야)
1803	5895	철도안전전문기관(철도궤도분야)
1804	5896	한국철도시설공단
1805	5897	철도차량 완성검사기관
1806	5898	제작자 등(자동차-국내 제작·조립)
1807	5899	제작자 등(자동차-수입)
1808	5901	항만운송관련사업(선용품공급업)
1809	5902	항만운송·항만안전교육훈련기관
1810	5903	해상여객운송사업(내항 정기여객운송사업)
1811	5904	해상여객운송사업(내항 부정기여객운송사업)
1812	5905	해상여객운송사업(외항 정기여객운송사업)
1813	5906	해상여객운송사업(외항 부정기여객운송사업)
1814	5907	해상여객운송사업(외국인 국내지사설치)
1815	5908	해상화물운송사업(외항 정기화물운송사업)
1816	5909	해상화물운송사업(외항 부정기화물운송사업)
1817	5910	해상화물운송사업(외국인 국내지사설치)
1818	5911	예선업
1819	5912	항만관리법인
1820	5913	항만시설장비 검사대행기관
1821	5916	항로표지장비용품의 검사대행기관
1822	5917	선박안전관리대행업
1823	5918	선박 안전관리체제 인증심사기관
1824	5919	선박톤수측정등의 대행
1825	5920	선박검사의 대행
1826	5921	선박의 위험물 또는 특수화물 적재·운송 및 저장방법 지정검사기관
1827	5923	선박운용회사
1828	5924	선박투자업
1829	5926	동력수상레저기구조종면허시험업무 대행
1830	5927	동력수상레저기구 안전검사업무 대행
1831	5930	관공선전용 선박투자업
1832	5932	수상안전교육 위탁기관
1833	5933	선박용물건 또는 소형선박 지정시험기관
1834	5934	컨테이너검정등대행기관
1835	5936	해상여객운송사업(순항여객운송사업)
1836	5937	해상여객운송사업(복합해상여객운송사업)
1837	5938	컨테이너 지정시험기관
1838	5941	인명구조요원교육기관
1839	5942	레프팅가이드교육기관
1840	5944	위험물 안전운송 전문교육기관
1841	5945	수상레저사업(태우는 사업)
1842	5946	수상레저사업(빌려주는 사업)
1843	5947	해상교통안전진단대행업(1종)
1844	5948	해상교통안전진단대행업(2종)
1845	5950	수중레저사업(임대업)
1846	5951	수중레저사업(운송업)
1847	5952	수중레저사업(교육업)
1848	5953	선박용물건 또는 소형선박 지정제조사업장
1849	5954	선박용물건 또는 소형선박 지정정비사업장
1850	5955	마리나선박 대여업
1851	5956	마리나선박 보관계류업
1852	5957	마리나업 전문인력 양성기관
1853	5958	항만운송관련사업(선박수리업)
1854	5959	해상교통안전진단 전문기관
1855	5960	마리나선박 정비업
1856	6006	항공기취급업(항공기급유업)
1857	6007	항공기취급업(항공기하역업)
1858	6008	항공기취급업(지상조업사업)
1859	6009	상업서류송달업
1860	6010	항공운송총대리점업
1861	6011	도심공항터미널업
1862	6012	외국인국제항공운송사업
1863	6014	항공전문검사기관
1864	6016	초경량비행장치 전문교육기관
1865	6017	항공종사자전문교육기관
1866	6018	신공항건설사업시행자
1867	6021	항공기정비업
1868	6022	위험물 포장·용기 검사기관
1869	6023	위험물 전문교육기관
1870	6025	보안검색교육기관
1871	6037	소형항공운송사업
1872	6038	항공기대여업
1873	6039	초경량비행장치사용사업
1874	6041	항공레저스포츠사업
1875	6042	국내항공운송사업(여객)
1876	6043	국내항공운송사업(화물)
1877	6044	국제항공운송사업(여객)
1878	6045	국제항공운송사업(화물)
1879	6046	부품등제작자증명
1880	6047	항공전문의사
1881	6048	경량항공기 전문교육기관
1882	6101	보편적역무제공 전기통신사업자
1883	6106	소프트웨어 품질인증기관
1884	6109	정보공유 분석센터 구축·운영
1885	6110	별정우체국
1886	6115	우정사업 연구개발
1887	6116	개인위치정보사업
1888	6117	위치기반서비스사업
1889	6118	이러닝 전문인력양성기관
1890	6119	이러닝 표준화사업 대행
1891	6121	이러닝센터
1892	6122	인터넷주소관리기관
1893	6126	공인인증기관
1894	6129	산업·과학·의료용 전파응용설비 등 운용
1895	6134	정보통신망 표준인증기관
1896	6135	정보통신망 관련제품 인증기관
1897	6136	광대역통합정보통신기반 홍보 등 전담기관
1898	6138	불법감청설비탐지업
1899	6140	감청설비 제조
1900	6141	감청설비 수입
1901	6142	감청설비 판매
1902	6143	감청설비 배포
1903	6144	감청설비 소지
1904	6145	감청설비 사용
1905	6146	정보시스템 감리법인
1906	6148	방송국(지상파방송국)
1907	6149	방송국(위성방송국)
1908	6150	방송국(지상파방송보조국)
1909	6151	방송국(위성방송보조국)
1910	6152	무선국(고정국)
1911	6153	무선국(육상국)
1912	6154	무선국(해안국)
1913	6155	무선국(항공국)
1914	6156	정보시스템감리원교육기관
1915	6157	무선국(기지국)
1916	6158	무선국(이동국)
1917	6159	무선국(육상에 개설하고 이동하지 아니하는 무선국)
1918	6160	무선국(선박에 개설하는 무선국)
1919	6161	무선국(선박국)
1920	6162	무선국(선상통신국)
1921	6163	무선국(항공기국)
1922	6164	무선국(육상이동국)
1923	6165	무선국(무선측위국)
1924	6166	무선국(무선항행국)
1925	6167	무선국(무선항행육상국)
1926	6168	무선국(무선항행이동국)
1927	6169	무선국(무선탐지육상국)
1928	6170	무선국(무선탐지이동국)
1929	6171	무선국(무선방향탐지국)
1930	6172	무선국(무선표지국)
1931	6173	무선국(비상국)
1932	6174	무선국(실험국)
1933	6175	무선국(아마추어국)
1934	6176	무선국(기상원조국)
1935	6177	무선국(표준주파수 및 시보국)
1936	6178	무선국(실용화시험국)
1937	6179	무선국(간이무선국)
1938	6180	무선국(비상위치지시용무선표지국)
1939	6181	무선국(무선조정국)
1940	6182	무선국(우주국)
1941	6183	무선국(일반지구국)
1942	6184	무선국(해안지구국)
1943	6185	무선국(선박지구국)
1944	6186	무선국(항공지구국)
1945	6187	무선국(항공기지구국)
1946	6188	무선국(육상지구국)
1947	6189	무선국(이동지구국)
1948	6190	무선국(기지지구국)
1949	6191	무선국(육상이동지구국)
1950	6192	무선국(비상위치지시용위성무선표지국)
1951	6193	무선국(전파천문국)
1952	6194	무선국(간이무선국용무선설비중휴대용무선기기)
1953	6195	무선국(전파천문업무를행하는수신전용무선기기)
1954	6196	무선국(기간통신사업을위한무선국)
1955	6197	무선국(종합유선방송사업을위한무선국)
1956	6198	무선국(전송망사업을위한무선국)
1957	6201	승강기ㆍ삭도공사업
1958	6202	기계설비ㆍ가스공사업
1959	6203	가스난방공사업
1960	6208	안전점검전문기관(토목 분야)
1961	6209	안전점검전문기관(건축 분야)
1962	6311	가축분뇨재활용시설
1963	6312	가축분뇨수집ㆍ운반업
1964	6313	가축분뇨처리업(구: 분뇨등처리업)
1965	6314	가축분뇨시설관리업
1966	6315	가축분뇨처리시설설계ㆍ시공업
1967	6327	환경측정분석사 교육기관
1968	6328	환경측정분석사 검정기관
1969	6401	지역문화예술교육지원센터
1970	6402	문화예술교육사의 교육기관
1971	6409	미술관
1972	6410	전문박물관
1973	6411	종합박물관
1974	6412	동물원
1975	6413	식물원
1976	6414	수족관
1977	6415	자료관
1978	6416	사료관
1979	6417	유물관
1980	6418	전시장
1981	6419	전시관
1982	6420	향토관
1983	6421	교육관
1984	6422	문서관
1985	6423	기념관
1986	6424	보존소
1987	6425	민속관
1988	6426	민속촌
1989	6427	문화관
1990	6428	예술관
1991	6429	문화의 집
1992	6430	공동체라디오방송사업
1993	6431	지상파텔레비전방송사업자
1994	6432	지상파라디오방송사업자
1995	6433	지상파이동멀티미디어방송사업자
1996	6434	위성이동멀티미디어방송사업자
1997	6435	일반위성방송사업자
1998	6436	텔레비전방송채널사용사업자
1999	6437	라디오방송채널사용사업자
2000	6438	데이터방송채널사용사업자
2001	6439	지상파방송채널사용사업자
2002	6440	지상파이동멀티미디어방송채널사용사업자
2003	6441	위성이동멀티미디어방송채널사용사업자
2004	6442	스포츠산업전문인력양성기관
2005	6443	스포츠산업진흥시설
2006	6445	스포츠산업지원센터
2007	6446	청소년이용권장시설(문화시설)
2008	6447	청소년이용권장시설(과학관)
2009	6448	청소년이용권장시설(체육시설)
2010	6449	청소년이용권장시설(평생교육시설)
2011	6450	청소년이용권장시설(자연휴양림)
2012	6451	청소년이용권장시설(수목원)
2013	6452	청소년이용권장시설(사회복지관)
2014	6453	청소년이용권장시설(시민회관)
2015	6454	청소년이용권장시설(어린이회관)
2016	6455	청소년이용권장시설(공원)
2017	6456	청소년이용권장시설(광장)
2018	6457	청소년이용권장시설(고수부지)
2019	6458	청소년이용권장시설(기타 유사 공공용시설)
2020	6459	청소년이용권장시설(기타 청소년 관련 시설)
2021	6460	권리자등인증기관
2022	6461	등록체육시설업(2륜자동차경주장업)
2023	6462	등록체육시설업(4륜자동차경주장업)
2024	6463	기증저작재산권등관리단체
2025	6464	외국정기간행물지사
2026	6465	청소년게임제공업
2027	6466	인터넷컴퓨터게임시설제공업
2028	6467	정기간행물사업자(정보간행물)
2029	6468	정기간행물사업자(전자간행물)
2030	6469	신문사업자(특수일간신문)
2031	6471	문화상품등 가치평가기관
2032	6472	비디오물시청제공업(제한관람가비디오물소극장업)
2033	6474	인터넷뉴스서비스사업자
2034	6475	전문국가유산수리업(단청공사업)
2035	6476	전문국가유산수리업(목공사업)
2036	6477	전문국가유산수리업(석공사업)
2037	6478	전문국가유산수리업(번와공사업)
2038	6479	비디오물시청제공업(복합영상물제공업)
2039	6480	영화상영관
2040	6481	대중문화예술기획업
2041	6482	사립공공도서관
2042	6483	학교도서관
2043	6484	공공디자인 전문회사
2044	6485	공공디자인 진흥 전담기관
2045	6486	공예문화산업 전문인력 양성기관
2046	6487	공예기술개발 전담기관
2047	6488	공예문화산업 진흥 전담기관
2048	6489	만화가 및 만화산업 전문인력 양성기관
2049	6490	애니메이션 제작업
2050	6491	애니메이션 수출입업
2051	6492	애니메이션 배급업
2052	6493	전문국가유산수리업(미장공사업)
2053	6494	전문국가유산수리업(온돌공사업)
2054	6495	종합편성방송채널사용사업자
2055	6496	보도전문방송채널사용사업자
2056	6503	통신과금서비스제공자
2057	6506	소프트웨어프로세스 품질인증기관
2058	6508	인터넷멀티미디어방송제공사업
2059	6509	인터넷멀티미디어방송콘텐츠사업
2060	6510	인터넷주소관리업무대행(도메인등록)
2061	6511	인터넷주소관리업무대행(인터넷프로토콜주소)
2062	6512	무선국(시행령 제24조 제1항 3호)
2063	6513	감청설비 광고
2064	6514	지식정보자원 관리등 전문기관
2065	6515	콘텐츠산업 전문인력양성기관
2066	6516	콘텐츠산업 표준화추진기관
2067	6517	콘텐츠 거래사실 인증기관
2068	6518	콘텐츠제공서비스 품질인증기관
2069	6519	방송통신기자재등 시험기관(유선)
2070	6520	방송통신기자재등 시험기관(무선)
2071	6521	방송통신기자재등 시험기관(전자파적합성)
2072	6522	방송통신기자재등 시험기관(전기안전)
2073	6523	방송통신기자재등 시험기관(전자파흡수율)
2074	6524	본인확인기관
2075	6525	개인정보 영향평가기관
2076	6526	보안관제전문업체
2077	6527	이러닝콘텐츠업
2078	6528	이러닝솔루션업
2079	6529	이러닝서비스업
2080	6530	기타이러닝업
2081	6531	특수유형 부가통신사업
2082	6532	방송광고판매대행사업자
2083	6533	삼차원프린팅서비스사업
2084	6534	사물위치정보사업
2085	6535	정보보호준비도평가기관
2086	6536	정보보호제품 성능평가기관
2087	6537	데이터전문인력양성기관
2088	6538	데이터거래사업자
2089	6539	데이터분석제공사업자
2090	6570	가상자산사업자
2091	6601	장애인의료재활시설
2092	6602	장애인주간보호시설
2093	6603	장애인단기거주시설
2094	6604	장애인공동생활가정
2095	6605	장애인체육시설
2096	6606	장애인수련시설
2097	6607	장애인생활이동지원센터
2098	6608	수화통역센터
2099	6609	점자도서관
2100	6610	점서및녹음서출판시설
2101	6616	장애유형별 거주시설(시각장애인을위한시설)
2102	6617	장애유형별 거주시설(청각ㆍ언어장애인을위한시설)
2103	6618	장애유형별 거주시설(지적장애인 및 자폐장애인 위한 시설)
2104	6619	자활사업실시기관
2105	6620	직업훈련기관
2106	6621	지역자활센터
2107	6623	장기요양기관(시설급여-노인요양시설)
2108	6624	장기요양기관(시설급여-노인요양공동생활가정)
2109	6625	장기요양기관(재가급여-방문요양)
2110	6626	장기요양기관(재가급여-방문목욕)
2111	6627	장기요양기관(재가급여-방문간호)
2112	6628	장기요양기관(재가급여-주·야간보호)
2113	6629	장기요양기관(재가급여-단기보호)
2114	6638	고령친화산업지원센터
2115	6639	가족친화기업
2116	6640	가족친화인증기관
2117	6641	가족친화지원센터
2118	6642	중견전문인력고용지원센터
2119	6643	노인주거복지시설(노인공동생활가정)
2120	6644	노인의료복지시설(노인요양공동생활가정)
2121	6646	다문화가족지원센터
2122	6648	민간어린이집
2123	6649	국내결혼중개업
2124	6650	국제결혼중개업
2125	6651	장애인보호작업장
2126	6652	장애인근로사업장
2127	6653	장애인생산품판매시설
2128	6655	장애인활동지원사교육기관
2129	6656	중앙노인보호전문기관
2130	6657	지역노인보호전문기관
2131	6661	중앙자활센터
2132	6662	광역자활센터
2133	6668	아동보호전문기관
2134	6670	다문화지원사업 전문인력양성기관
2135	6671	장애아통합 어린이집
2136	6672	아이돌봄서비스제공기관
2137	6673	사회복지법인어린이집
2138	6675	가정위탁지원센터
2139	6676	장애인활동지원기관(활동보조)
2140	6677	장애인활동지원기관(방문목욕)
2141	6678	장애인활동지원기관(방문간호)
2142	6679	장애아전문 어린이집
2143	6680	장애아통합 어린이집
2144	6686	장애인재활치료시설
2145	6687	재가노인복지시설(방문요양서비스)
2146	6688	재가노인복지시설(주,야간보호서비스)
2147	6689	재가노인복지시설(단기보호서비스)
2148	6690	재가노인복지시설(방문목욕서비스)
2149	6691	재가노인복지시설(재가노인지원서비스)
2150	6692	재가노인복지시설(방문간호서비스)
2151	6693	장애인직업적응훈련시설
2152	6694	장기요양기관(재가급여-복지용구)
2153	6695	사회서비스 제공자(장기보호서비스)
2154	6696	사회서비스 제공자(단기보호서비스)
2155	6697	사회서비스 제공자(지원상담서비스)
2156	6698	사회서비스 제공자(재가방문서비스)
2157	6699	사회서비스 제공자(활동보조서비스)
2158	6713	해양이용영향평가대행업
2159	6714	폐기물처리신고-제46조제1항제3호신고자(폐축전지및폐변압기)
2160	6715	폐기물처리신고-제46조제1항제3호신고자(폐타이어)
2161	6716	폐기물처리신고-제46조제1항제3호신고자(폐가전제품)
2162	6717	폐기물처리신고-제46조제1항제3호신고자(폐드럼)
2163	6719	잔류성오염물질측정기관
2164	6720	해양생물서식지외보전기관
2165	6722	해양배출 검사기관(일반항목)
2166	6724	환경교육사 양성기관
2167	6725	국가환경교육센터
2168	6727	폐기물수집·운반업(의료폐기물)
2169	6728	건설폐기물 수집·운반업
2170	6729	해양심층수개발업
2171	6730	먹는해양심층수제조업
2172	6731	먹는해양심층수수입업
2173	6732	환경보건센터
2174	6733	박제품제조업
2175	6734	박제품판매업
2176	6739	폐기물측정분석전문기관(매립지침출수분야)
2177	6740	배출가스 인증시험대행기관
2178	6741	자동차연료 검사기관(휘발유ㆍ경유)
2179	6742	자동차연료 검사기관(엘피지(LPG))
2180	6743	자동차연료 검사기관(바이오디젤(BD100))
2181	6744	자동차연료 검사기관(천연가스(CNG))
2182	6745	첨가제 검사기관(휘발유용ㆍ경유용 첨가제)
2183	6746	첨가제 검사기관(엘피지(LPG)용 첨가제)
